,,,,,,,,,altitude,,habitat,habit (perennial herbs = 1),"rhizome character (stout, terete = 1; stout, terete, thick/woody = 2; stout, terete, bulged below tip = 3)",rhizome shape (tuberous = 1; fusiform = 2; tuberous-fusiform = 3,rhizome length (cm),rhizome branching,stem number,stem length (average cm),stem texture (glabrous = 1),internode distance (base mm),internode distance (central mm),internode distance (tip mm),leaf basal diatance (cm),petiole length(mm),leaf angle (degree) (<30 = 1; 30--35 = 2; >35 = 3),basal (min -max),central (min - max),tip (min - max),total leaf count,base,central ,tip,total,base,central,tip,base,central,tip,base,central,tip,Leaf curvature (straight = 1; slightly falcate = 2; straight to falcate = 3),leaf margin taper (lanceolate = 1; elliptic = 2; oblanceolate = 3; parallel = 4; lanceolate-elliptic = 5; lanceolate-parallel  = 6; oblanceolate-parallel = 7; elliptic-oblong = 8),"margin colour (dark green = 1; dark green, coloured at tip = 2)",margin width upto  from base(narrower = 1;equal = 2; broader = 3; broader to narrower = 4),base,centre,tip,margin (entire = 1; slightly revolute = 2),leaf base (cuneate = 1; rounded = 2; cuneate to rounded = 3),leaf base symmetry (yes = 1),leaf apex symmetry (yes = 1),leaf apex shape (acute = 1; obtuse = 2; acute to obtuse = 3),Leaf arrangement (alternate = 1; alternate to nearly opposite = 2; alternate to opposite and/or whorled = 3),leaf texture (medium = 1),leaf edges (flat = 1; incurving = 2),abaxial surface texture (glabrous = 1; light glabrous = 2; dark glabrous = 3),adaxial surface texture (glabrous = 1; light glabrous = 2; dark glabrous = 3),mid rib colour with leaf (same = 1; different = 2),leaf mid rib appearance (abaxial)  (level = 1; elevated = 2),leaf mid rib appearance (adaxial)  (level = 1; sunken = 2),number of lateral veins (pairs)  (4--6 pairs = 1),"flower number (<20 = 1, 20-30 = 2, >30 = 3)",bract number (6 no. = 1; 6--8 no. = 2; 8 no. = 3),bract margin (entire = 1),length in mm (min - max),width in mm (min - max),ratio (length/width average),colour (red = 1; purplish red = 2; pinkish red = 3; yellow = 4),cylindric diameter (mm),length (cm),texture (glabrous = 1),number  5,shape (ovate = 1; oblong = 2; ovate-oblong = 3; ),colour (white = 1; purplish white = 2; pinkish white = 3; yellowish white = 4; yellow = 5),length (mm),breadth (mm),Length and Width ratio,apex (round =1),veins (reticulate veins = 1; purplish red reticulate veins = 2),period (months),period
Gansu,CVH,WUK 0081844,??????????? 1299,1956,6/28/1956,"Tongyu Huajialing, Gansu Province, China",,,NA,hillside,hillside,1,NA,NA,NA,NA,6,14,1,1,1,1,1,1,2,11,14,16,41,4.71,6.00,6.86,17.57,9,18.5,16.5,3.5,6.5,5.5,2.57,2.85,3,1,1,1,4,3,4,2,1,1,1,1,1,2,1,1,2,3,1,1,1,1,2,1,1,14,5,2.80,3,1,0.8,1,5,3,1,2,1,2.00,1,1,6,June
Gansu,CVH,WUK 0081738,??????????? 659,1956,5/25/1956,"Zhuang Lang Yang Jiazi, Gansu Province, China",,,NA,NA,NA,1,2,1,20,yes,9,15,1,1,1,1,1,1,2,13,17,19,49,5.20,6.80,7.60,19.60,9,17,16,2.5,4.5,4.5,3.6,3.78,3.56,1,1,1,4,2,2.5,1.5,1,1,1,1,1,2,1,1,2,3,1,1,1,1,2,3,1,10,2,5.00,3,1,1,1,5,3,1,2,1,2.00,1,1,5,May
Gansu,CVH,WUK 0033635,??? 14024,1951,5/27/1951,"Southern suburbof of Luxian County, Gansu Province, China",,,2250,NA,NA,1,2,1,11,yes,9,17.5,1,1,1,1,1,1,2,13,15,21,49,4.46,5.14,7.20,16.80,9,19,18,2.5,5,5.5,3.6,3.8,3.27,1,1,1,4,2,3,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,2,3,1,12,3,4.00,3,1,0.8,1,5,3,1,2,1,2.00,1,1,5,May
Gansu,CVH,PE 01059278,K.T.Fu 1235,1937,7/17/1937,"Laba, Gansu, China",,,3150,weedy slopes,weedy slopes,1,NA,NA,NA,NA,6,28,1,2,2,2,2,1,2,15,17,21,53,3.21,3.64,4.50,11.36,11,16.5,15,3,3.5,3.5,3.67,4.71,4.29,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,2,5.00,3,1,0.7,1,5,3,1,2,1,2.00,1,1,7,July
Gansu,CVH,WUK 0067132,"T,P.Wang 4693",1936,6/3/1936,"Minhsien suehloshan-Kow, Gansu Province, China",,,2700,disturbed slope,disturbed slope,1,NA,NA,NA,NA,4,29,1,1,1,1,2,1,2,17,19,25,61,3.52,3.93,5.17,12.62,11,16.5,15,3,3.5,3.5,3.67,4.71,4.29,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,10,3,3.33,3,1,0.8,1,5,3,1,2,1,2.00,1,1,6,June
Gansu,CVH,WUK 0075072,???.???? 2002,1934,4/17/1905,"Tongyu Huajialing, Gansu Province, China",,,NA,NA,NA,1,2,1,11,yes,22,7,1,1,1,1,0.5,1,2,9,11,15,35,7.71,9.43,12.86,30.00,12,14.5,13.5,2.5,2.5,3.5,4.8,5.8,3.86,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,10,3,3.33,3,1,0.7,1,5,3,1,2,1,2.00,1,1,NA,NA
Gansu,CVH,PE 01059273,Hopkingson Ho 695,1930,6/28/1930,"Gansu County, China",,,2300,NA,NA,1,NA,NA,NA,NA,6,27,1,1,1,1,1,1,2,15,19,25,59,3.33,4.22,5.56,13.11,12,17,13,3.5,4.5,3.5,3.43,3.78,3.71,1,1,1,4,1.8,2.5,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,10,3,3.33,1,1,0.8,1,5,3,1,2,1,2.00,1,1,6,June
Gansu,CVH,PE 01059268,K.S.Hao Hao 695,1930,6/28/1930,"Gansu County, China",,,2300,NA,NA,1,NA,NA,NA,NA,4,25.5,1,1,1,1,2,1,2,13,18,28,59,3.06,4.24,6.59,13.88,11,21,16,2.5,6,5,4.4,3.5,3.2,1,1,1,4,3,4,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,10,4,2.50,1,1,0.8,1,5,3,1,2,1,2.00,1,1,6,June
Gansu,CVH,PE 01059271,J.F.Rock. 12286,1925,1925/7,?? ?? Tao River basin valley near Choni,,,NA,NA,NA,1,NA,NA,NA,NA,9,15.5,1,1,1,1,1,1,2,11,15,19,45,4.26,5.81,7.35,17.42,11,15,13,2,2.5,2.5,5.5,6,5.2,1,1,1,4,0.8,1.5,0.7,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,8,2,4.00,3,1,0.7,1,5,3,1,2,1,2.00,1,1,6,June
Gansu,CVH,KUN 1247497,?????????????? LiJ0125,2008,9/7/2008,"On the hillside next to the Bohai Protection Station in Luqu County, Gansu, China",34  10' 54.96''N,102  21' 30.06''E,3598,alpine meadows lakeside mountains,alpine meadows lakeside mountains,1,NA,NA,NA,NA,17,24,1,1,1,1,2,1,2,17,21,23,61,4.25,5.25,5.75,15.25,13,17,15,3.5,4.5,3.5,3.71,3.78,4.29,1,1,1,4,1.8,2.5,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,12,3,4.00,1,1,0.8,1,5,3,1,2,1,2.00,1,1,9,September
Hebei,CVH,PE 01059157,Guo Zonghua 33,1995,7/26/1995,"Donglingshan, Mentougou District, Beijing, China",,,2000,Dry slopes,Dry slopes,1,2,1,25,ye,8,18.5,1,1,1,1,2,1,2,15,19,27,61,4.86,6.16,8.76,19.78,12,18,16,2.5,4.5,3.5,4.8,4,4.57,1,1,1,4,1.4,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,8,3,2.67,1,0.7,0.8,1,5,3,1,2,1,2.00,1,1,7,July
Hebei,CVH,PE 01059155,Anonymous 032,1990,7/3/1990,"Donglingshan, Mentougou District, Beijing, China",,,1900,mountain peak,mountain peak,1,NA,NA,NA,NA,2,21,1,1,2,2,2,1,2,15,17,21,53,4.29,4.86,6.00,15.14,13,18,17,2.5,3,2.5,5.2,6,6.8,1,1,1,4,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,10,2,5.00,1,1,0.7,1,5,3,1,2,1,2.00,1,1,7,July
Hebei,CVH,PE 01059153,Anonymous 032,1990,7/3/1990,"Donglingshan, Mentougou District, Beijing, China",,,1900,mountain peak,mountain peak,1,NA,NA,NA,NA,2,23.5,1,1,2,2,2,1,2,17,21,27,65,4.34,5.36,6.89,16.60,12,18,17,2.5,3,2.5,4.8,6,6.8,1,1,1,4,1,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,10,2,5.00,1,1,0.8,1,5,3,1,2,1,2.00,1,1,7,July
Hebei,CVH,PE 01059169,??? 1574,1955,6/19/1955,"Xilingshan Two Grooves, Fengtai District, Beijing, China",,,NA,NA,NA,1,1,1,26,yes,6,29,1,1,1,1,2,1,2,17,23,29,69,3.52,4.76,6.00,14.28,14,19,16,2.3,3.5,2.5,6.09,5.43,6.4,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,2,3,1,12,2,6.00,3,1,1,1,5,3,1,3,1.5,2.00,1,1,6,June
Hebei,CVH,PE 01059113,??? 1389,1953,7/30/1953,"Donglingshan, Mentougou District, Beijing, China",,,NA,peak ,peak ,1,1,1,37,yes,7,26,1,2,1,1,3,1,2,15,17,23,55,3.46,3.92,5.31,12.69,17,22.5,22,4.5,5,4.5,3.78,4.5,4.89,1,1,1,4,1,3,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,3,1,15,3,5.00,3,1,1,1,5,3,2,2,1,2.00,1,1,7,July
Hebei,CVH,PE 01059180,??? 252,1951,7/30/1953,"Donglingshan Old Man An, Mentougou District, Beijing, China",,,NA,NA,NA,1,NA,NA,NA,NA,9,28.5,1,2,2,1,2,1,2,15,19,23,57,3.16,4.00,4.84,12.00,12,20,17,2.5,4.5,3.5,4.8,4.44,4.86,1,1,1,4,1.5,2.5,1.5,1,1,1,1,1,2,1,1,2,3,1,1,1,1,2,3,1,10,3,3.33,1,1,1,1,5,3,2,2,1,2.00,1,1,7,July
Hebei,CVH,PE 01244571,???? 90,1984,7/22/1984,"The peak of Fogling Mountain in Xinglong County, Hebei Province, China",,,2060,meadows,meadows,1,NA,NA,NA,NA,4,25,1,1,2,1,3,1,2,15,21,25,61,3.60,5.04,6.00,14.64,16,22,21,5,7,6,3.2,3.14,3.5,1,1,1,4,2,3.5,2.5,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,14,7,2.00,2,1,0.8,1,5,3,1,3,1.4,2.14,1,1,7,July
Hebei,CVH,PE 01244572,???? 90,1984,7/22/1984,"The peak of Fogling Mountain in Xinglong County, Hebei Province, China",,,2060,meadows,meadows,1,NA,NA,NA,NA,5,26.5,1,1,1,1,3,1,2,18,26,31,75,4.08,5.89,7.02,16.98,12,18,17,3,4.5,4,4,4,4.25,1,1,1,4,1,3,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,12,3,4.00,2,1,0.8,1,5,3,1,3,1.3,2.31,1,1,7,July
Hebei,CVH,PE 01059173,Anonymous 74034,1974,7/8/1974,"Small five Taichung TaiTai, Wei County, Hebei Province, China",,,2300,In the grass on the south slope,In the grass on the south slope,1,NA,NA,NA,NA,2,33,1,2,2,2,3,1,2,13,15,17,45,2.36,2.73,3.09,8.18,15,21,20,4.5,5.5,4.5,3.33,3.82,4.44,1,1,1,4,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,14,3,4.67,2,1,1,1,5,3,1,3,1.4,2.14,1,1,7,July
Hebei,CVH,PE 01244574,Anonymous 189,1972,6/6/1972,"Grass ditch fort in Wei County, Hebei Province, China",,,1500,NA,NA,1,NA,NA,NA,NA,7,26,1,1,1,1,2,1,2,16,18,21,55,3.69,4.15,4.85,12.69,13,23,20,3.5,8.5,8.5,3.71,2.71,2.35,1,1,1,4,3.5,5.5,3,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,18,5,3.60,2,1,0.7,1,5,3,1,3,1.4,2.14,1,1,6,June
Hebei,CVH,PE 01244570,Anonymous ?304,1972,7/1/1972,"Back of Longquan Guan liao Road, Hebei Province, China",,,1800,yangpo meadows,yangpo meadows,1,NA,NA,NA,NA,2,32.5,1,1,1,1,3,1,2,17,21,25,63,3.14,3.88,4.62,11.63,10,16,16,2.5,4.5,4.5,4,3.56,3.56,1,1,1,4,1.5,2.5,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,10,3,3.33,1,1,0.7,1,5,3,2,2,1,2.00,1,1,7,July
Hebei,CVH,PE 01244578,Anonymous 482,1971,7/30/1971,"Land in front of a wood mill in Pingshan County, Hebei Province, China",,,NA,hilltop meadows,hilltop meadows,1,1,1,15,yes,7,28.5,1,1,1,1,2,1,2,17,21,27,65,3.58,4.42,5.68,13.68,14,18,15,3.5,4.5,3.5,4,4,4.29,1,1,1,4,1.5,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,12,3,4.00,1,1,0.7,1,5,3,2,2,1,2.00,1,1,7,July
Hebei,CVH,PE 01059130,Anonymous 1161,1959,7/5/1959,"Wutaishan Daxigou, Wei County, Hebei Province, China",,,2300,peak,peak,1,1,1,20,yes,3,27,1,1,1,1,2,1,2,15,17,19,51,3.33,3.78,4.22,11.33,13,18,17,2.5,4.5,4.5,5.2,4,3.78,1,1,1,4,1.5,3,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,10,3,3.33,1,1,1,1,5,3,1,2,1,2.00,1,1,7,July
Hebei,CVH,PE 01059142,Anonymous 1161,1959,7/5/1959,"Wutaishan Daxigou, Wei County, Hebei Province, China",,,2300,peak,peak,1,NA,NA,NA,NA,6,24.5,1,3,2,2,2,1,2,13,13,17,43,3.18,3.18,4.16,10.53,11,19,19,2.5,6,5.5,4.4,3.17,3.45,1,1,1,4,2.5,3.5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,18,4,4.50,1,1,1,1,5,3,1,2,1,2.00,1,1,7,July
Hebei,CVH,PE 01059192,Anonymous 1247,1959,7/8/1959,"Xiao Wutaishan Beitai, Wei County, Hebei Province, China",,,NA,NA,NA,1,NA,NA,NA,NA,4,34.5,1,2,2,2,2,1,2,15,17,21,53,2.61,2.96,3.65,9.22,12.5,20,19,2.5,4.5,3.5,5,4.44,5.43,1,1,1,4,1,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,14,2,7.00,1,1,0.8,1,5,3,1,2,1,2.00,1,1,7,July
Hebei,CVH,PE 01059188,Anonymous 1562,1959,7/4/1959,"Tangyin Temple in The Small Wutai Mountain, Wei County, Hebei Province, China",,,2170,red ridge groove,red ridge groove,1,NA,NA,NA,NA,4,29,1,1,1,1,1,1,2,13,17,21,51,2.69,3.52,4.34,10.55,10,18,18.5,3.5,6.5,5,2.86,2.77,3.7,1,1,1,4,2,1.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,10,2,5.00,1,1,0.7,1,5,3,1,2,1,2.00,1,1,7,July
Hebei,CVH,PE 01059137,Anonymous 1579,1959,7/4/1959,"Tangyin Temple in The Small Wutai Mountain, Wei County, Hebei Province, China",,,2170,Groove Creek,Groove Creek,1,NA,NA,NA,NA,2,37.5,1,1,1,1,1,1,2,15,17,21,53,2.40,2.72,3.36,8.48,13.5,23.5,23,3.5,4.5,3.5,3.86,5.22,6.57,1,1,1,4,2,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,10,2,5.00,1,1,0.6,1,5,3,1,2,1,2.00,1,1,7,July
Hebei,CVH,PE 01059189,Anonymous 1579,1959,7/4/1959,"Tangyin Temple in The Small Wutai Mountain, Wei County, Hebei Province, China",,,2170,Groove Creek,Groove Creek,1,NA,NA,NA,NA,1,37,1,2,2,2,3,1,2,18,20,22,60,2.92,3.24,3.57,9.73,15,24,22,3,5.5,4.5,5,4.36,4.89,1,1,1,4,1,3,1.4,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,2,1,12,4,3.00,1,1,1,1,5,3,1,2,1,2.00,1,1,7,July
Hebei,CVH,PE 01059175,Anonymous 2301,1959,7/18/1959,"Old Man Gap, Huailai County, Hebei, China",,,2500,Mountain grass yloping,Mountain grass yloping,1,NA,NA,NA,NA,6,30.5,1,2,2,1,1,1,2,13,15,19,47,2.56,2.95,3.74,9.25,12.5,16.5,16,3.5,4.5,3.5,3.57,3.67,4.57,1,1,1,4,1.5,2.5,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,12,3,4.00,1,1,0.8,1,5,3,1,3,1.5,2.00,1,1,7,July
Hebei,CVH,PE 01059135,Anonymous 3463,1959,8/19/1959,"Three back mountains in the village of Daqingshan, Zhangbei County, Hebei, China",,,1780,hillside,hillside,1,1,1,15,yes,1,25,1,2,2,1,1,1,2,12,16,20,48,2.88,3.84,4.80,11.52,23,24.5,21,7.5,8,7,3.07,3.06,3,1,1,1,4,3,4.5,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,10,3,3.33,1,1,0.7,1,5,3,1,2,1,2.00,1,1,8,August
Hebei,CVH,PE 01059181,Anonymous 3463,1959,8/19/1959,"Three back mountains in the village of Daqingshan, Zhangbei County, Hebei, China",,,1780,hillside,hillside,1,1,1,15,yes,1,25,1,2,2,1,1,1,2,16,18,20,54,3.84,4.32,4.80,12.96,18,23.5,23.5,6,8.5,9,3,2.76,2.61,1,5,1,4,3,5,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,1,1,19,9,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,August
Hebei,CVH,PE 01059120,Anonymous 470,1959,6/17/1959,"Wei County, Hebei, China, Xiaowutai Taidong Dagou",,,1825,mountainside,mountainside,1,NA,NA,NA,NA,8,17.5,1,1,1,1,2,1,2,11,15,21,47,3.77,5.14,7.20,16.11,5.5,12,13.5,1,3.5,3.5,5.5,3.43,3.86,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,10,3,3.33,1,1,0.7,1,5,3,2,2,1,2.00,1,1,6,June
Hebei,CVH,PE 01059164,Anonymous 5993,1959,8/26/1959,"Mandetang Anzi Village, Kangbao County, Hebei Province, China",,,1530,hillside meadows,hillside meadows,1,NA,NA,NA,NA,10,26.5,1,2,2,2,2,1,2,15,17,25,57,3.40,3.85,5.66,12.91,14,18,16,3.5,3.5,3.5,4,5.14,4.57,1,1,1,4,1,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,2,1,12,2,6.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,August
Hebei,CVH,PE 01059165,Anonymous 5993,1959,8/26/1959,"Mandetang Anzi Village, Kangbao County, Hebei Province, China",,,1530,hillside meadows,hillside meadows,1,NA,NA,NA,NA,9,25,1,2,2,1,2,1,2,15,17,25,57,3.60,4.08,6.00,13.68,14,18,16,3.5,4,4,4,4.5,4,1,1,1,4,1,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,2,1,12,2,6.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,August
Hebei,CVH,HNWP 132745,?? 1562,1959,7/4/1959,"Tangyin Temple in The Small Wutai Mountain, Hebei Province, China",,,2170,NA,NA,1,NA,NA,NA,NA,4,29,1,2,1,1,3,1,2,13,17,21,51,2.69,3.52,4.34,10.55,9,15,15,2.5,3.5,3.5,3.6,4.29,4.29,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,8,2,4.00,1,1,0.7,1,5,3,1,2,1,2.00,1,1,7,July
Hebei,CVH,HNWP 132743,?? 470,1959,6/16/1959,"XiaowuTaiTai Yulingou, XiaowuTai, Tao County, Hebei Province, China",,,1825,NA,NA,1,NA,NA,NA,NA,5,29,1,2,2,2,3,1,2,15,17,21,53,3.10,3.52,4.34,10.97,9,15,15,2.5,3.5,3.5,3.6,4.29,4.29,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,10,2,5.00,1,1,0.7,1,5,3,1,2,1,2.00,1,1,6,June
Hebei,CVH,PE 01059115,?????? 5263,1959,7/16/1959,"Wutaishan Nantai Lake, Wei County, Hebei Province, China",,,1760,NA,NA,1,NA,NA,NA,NA,1,27,1,1,1,1,2,1,2,15,17,21,53,3.33,3.78,4.67,11.78,23,29,24,3,4.5,3.5,7.67,6.44,6.86,1,1,1,4,1,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,16,3,5.33,1,1,0.7,1,5,3,1,2,1,2.00,1,1,7,July
Hebei,CVH,PE 01059171,?????? 5263,1959,7/16/1959,"Wutaishan Nantai Lake, Wei County, Hebei Province, China",,,1760,NA,NA,1,1,1,12,yes,3,22.5,1,1,1,1,2,1,2,15,19,22,56,4.00,5.07,5.87,14.93,13,26.5,21,2.5,4.5,3.5,5.2,5.89,6,1,1,1,4,1.5,2.5,1,1,1,1,1,1,2,1,1,2,3,1,1,1,1,2,1,1,16,3,5.33,1,1,1,1,5,3,1,2,1,2.00,1,1,7,July
Hebei,CVH,PE 01059146,?? 1716,1959,7/3/1959,"Central Taipei Gou, Huailai County, Hebei, China",,,1900,inside the dirch,inside the dirch,1,NA,NA,NA,NA,3,29.5,1,1,1,1,2,1,2,17,19,23,59,3.46,3.86,4.68,12.00,12,20.5,19,5,7,5.5,2.4,2.93,3.45,1,1,1,4,3,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,14,4,3.50,1,1,0.9,1,5,3,2,2,1,2.00,1,1,7,July
Hebei,CVH,PE 01059166,?? 1716,1959,7/3/1959,"Central Taipei Gou, Huailai County, Hebei, China",,,1900,inside the dirch,inside the dirch,1,NA,NA,NA,NA,5,26.5,1,2,2,1,2,1,2,15,19,23,57,3.40,4.30,5.21,12.91,14,22.5,19,3.5,5.5,4.5,4,4.09,4.22,1,1,1,4,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,10,3,3.33,1,0.8,0.8,1,5,3,2,2,1,2.00,1,1,7,July
Hebei,CVH,PE 01059119,?? 731,1959,6/22/1959,"Wutai Xionggou, Little Five Taitai, Wei County, Hebei Province, China",,,2260,NA,NA,1,NA,NA,NA,NA,4,18.5,1,1,1,1,2,1,2,11,13,19,43,3.57,4.22,6.16,13.95,9,16.5,17,3,5,5.5,3,3.3,3.09,1,1,1,4,2,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,10,3,3.33,1,1,0.7,1,5,3,2,2,1,2.00,1,1,6,June
Hebei,CVH,PE 01059170,??? 949,1952,6/19/1952,"Xiao wu Taipei Taiwan, Wei County, Hebei Province, China",,,NA,sunny place,sunny place,1,2,1,30,yes,8,27.5,1,1,2,1,2,1,2,17,19,23,59,3.71,4.15,5.02,12.87,12,17,16.5,3,5,4,4,3.4,4.13,1,1,1,4,2,3,1.7,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,10,4,2.50,1,1,0.8,1,5,3,1,2,1,2.00,1,1,6,June
Hebei,CVH,WUK 0346034,??? 2231,1951,5/28/1951,"Tielin Temple, Hebei Province, China",,,1380,Xiangyang hillside,Xiangyang hillside,1,1,1,17,yes,6,16,1,1,2,1,1,1,2,12,15,19,46,4.50,5.63,7.13,17.25,9,15,16,2,3.5,3.5,4.5,4.29,4.57,1,1,1,4,1.3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,10,3,3.33,1,1,0.6,1,5,3,1,2,1,2.00,1,1,5,May
Hebei,CVH,WUK 0327246,??? 252,1951,7/4/1934,"Old man An of Fogling mountain, Hebei Province, China",,,NA,NA,NA,1,1,1,12,yes,8,21,1,1,1,1,1,1,2,15,19,21,55,4.29,5.43,6.00,15.71,13,18,16.5,3.5,3.5,3.5,3.71,5.14,4.71,1,1,1,4,2,2.5,2,1,1,1,1,1,2,1,1,2,3,1,1,1,1,2,2,1,10,2,5.00,1,1,1,1,5,3,1,2,1,2.00,1,1,7,July
Hebei,CVH,WUK 0010277,K.M. Liou 2654,1934,7/4/1934,?? ??? ?? Hopei;lai-yuan-hsien,,,2000,pleouses humid mountains,pleouses humid mountains,1,NA,NA,NA,NA,11,21.5,1,1,1,1,1,1,2,15,19,24,58,4.19,5.30,6.70,16.19,11,17.5,14,2,2.5,2,5.5,7,7,1,4,1,2,1,1,1,1,3,1,1,1,2,1,1,2,3,1,1,1,1,1,2,1,10,2,5.00,4,1,0.6,1,5,3,5,3,1.2,2.50,1,1,7,July
Hebei,CVH,HBNU HBNU10018712,1? DC1557,2017,7/5/2017,"Yang Jiaping Xilingshan, Lulu County, Hebei Province, China",,,1523,Grassland,Grassland,1,NA,NA,NA,NA,2,44.5,1,2,2,2,3,1,2,21,23,27,71,2.83,3.10,3.64,9.57,18,27,27,2.5,4.5,4,7.2,6,6.75,1,1,1,4,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,17.5,3,5.83,1,1,1.2,1,5,3,1,2,1.2,1.67,1,1,7,July 
Hebei,CVH,HBNU HBNU20000608,1? SX201601108,2017,7/5/2017,"Yang Jiaping Xilingshan, Lulu County, Hebei Province, China",,,1548,grassland,grassland,1,NA,NA,NA,NA,1,33,1,2,1,1,2,1,2,22,24,28,74,4.00,4.36,5.09,13.45,12.5,19,19,3.5,5.5,4.5,3.57,3.45,4.22,1,1,1,4,1.5,3,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,12,2,6.00,1,1,1,1,5,3,1,3,2,1.50,1,1,7,July 
Hebei,CVH,HBNU HBNU20000605,1? SX201601195,2017,7/5/2017,"Yang Jiaping Xilingshan, Lulu County, Hebei Province, China",,,1552,grassland,grassland,1,1,1,32,yes,5,20,1,2,1,1,2,1,2,15,17,21,53,4.50,5.10,6.30,15.90,12,16.5,13,3,3.5,2,4,4.71,6.5,1,1,1,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,10,2,5.00,1,1,1,1,5,3,1,2,1,2.00,1,1,7,July 
Hebei,CVH,HBNU HBNU20000419,1? SX287,2017,7/11/2017,"Yang Jiaping Xilingshan, Lulu County, Hebei Province, China",,,1123,grassland,grassland,1,NA,NA,NA,NA,1,33,1,2,1,1,2,1,2,20,24,28,72,3.64,4.36,5.09,13.09,12.5,19,19,3.5,5.5,4.5,3.57,3.45,4.22,1,1,1,4,1.5,3,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,12,2,6.00,1,1,1,1,5,3,1,3,2,1.50,1,1,7,July 
Hebei,CVH,BJTC BJTC039476,2? 0172,1981,6/24/1981,"Xinglong County, Hebei Province, China, Fogling Peak",,,2100,sunny place,sunny place,1,NA,NA,NA,NA,6,30,1,2,1,1,1,1,2,19,21,35,75,3.80,4.20,7.00,15.00,11,17.5,17,1.5,2.5,2.5,7.33,7,6.8,3,4,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,10,2,5.00,3,1,0.7,1,5,3,1,2,1,2.00,1,1,6,June
